name	clade	group
mDicBic1_chunk1_chr_4_000978.1	Vertebrates	H3
mEleMax1_chunk1_chr_1_000238.1	Vertebrates	H3
mEleMax1_chunk1_chr_1_001520.1	Vertebrates	H3
mEleMax1_chunk1_chr_1_000246.1	Vertebrates	H3
mLemCat1_chr_3_001576.1	Vertebrates	H3
mLemCat1_chr_3_001575.1	Vertebrates	H3
mLemCat1_chr_3_000117.1	Vertebrates	H3
mMelMel3_chunk1_chr_1_002268.1	Vertebrates	H3
mMelMel3_chunk1_chr_1_001051.1	Vertebrates	H3
mMelMel3_chunk1_chr_1_001052.1	Vertebrates	H3
mOrcOrc1_chunk1_chr_1_002129.1	Vertebrates	H3
mOrcOrc1_chunk1_chr_1_001739.1	Vertebrates	H3
mOrcOrc1_chunk1_chr_1_000473.1	Vertebrates	H3
nxTriColu_ENA|OZ022259|OZ022259.1_000301.1	Invertebrates	H3
nxTriColu_ENA|OZ022259|OZ022259.1_001715.1	Invertebrates	H3
nxTriColu_ENA|OZ022259|OZ022259.1_000802.1	Invertebrates	H3
ocSycCili_ENA|OZ025893|OZ025893.1_002487.1	Invertebrates	H3
ocSycCili_ENA|OZ025900|OZ025900.1_000785.1	Invertebrates	H3
ocSycCili_ENA|OZ025900|OZ025900.1_000784.1	Invertebrates	H3
pEimTen1_chr_15_002076.1	Protist	H3
paTetJugo1_chr_3_000064.1	Protist	H3
paTetJugo1_chr_19_000096.1	Protist	H3
paTetJugo1_chr_19_000160.1	Protist	H3
qqMetBour1_chr_2_000629.1	Invertebrates	H3
qqMetBour1_chr_6_001800.1	Invertebrates	H3
qqMetBour1_chr_10_000373.1	Invertebrates	H3
qeAllFusc_ENA|OX359245|OX359245.1_004977.1	Invertebrates	H3
qeAllFusc_ENA|OX359246|OX359246.1_007747.1	Invertebrates	H3
qeAllFusc_ENA|OX359246|OX359246.1_001528.1	Invertebrates	H3
qeDicMinu_ENA|OX461808|OX461808.1_001892.1	Invertebrates	H3
qeDicMinu_ENA|OX461808|OX461808.1_019652.1	Invertebrates	H3
qeLepCurv_ENA|OZ194353|OZ194353.1_000219.1	Invertebrates	H3
qeLepCurv_ENA|OZ194353|OZ194353.1_000776.1	Invertebrates	H3
qeLepCurv_ENA|OZ194354|OZ194354.1_004640.1	Invertebrates	H3
qeOrcFlav_ENA|OZ035953|OZ035953.1_003229.1	Invertebrates	H3
qeOrcFlav_ENA|OZ035954|OZ035954.1_008357.1	Invertebrates	H3
qxSacCarc1_chr_12_000134.1	Invertebrates	H3
qxSacCarc1_chr_12_000137.1	Invertebrates	H3
qxSacCarc1_chr_12_000141.1	Invertebrates	H3
rVipLat1_chr_1_003064.1	Vertebrates	H3
rVipLat1_chr_2_001011.1	Vertebrates	H3
rVipLat1_chr_2_004090.1	Vertebrates	H3
tzBugStol2_chr_1_001151.1	Invertebrates	H3
tzBugStol2_chr_3_001554.1	Invertebrates	H3
tzBugStol2_chr_8_000273.1	Invertebrates	H3
tzCryPall5_SUPER_5_001860.1	Invertebrates	H3
tzCryPall5_SUPER_6_002243.1	Invertebrates	H3
tzMemMemb1_chr_1_002497.1	Invertebrates	H3
tzMemMemb1_chr_2_003431.1	Invertebrates	H3
tnLinLong1_chr_1_001256.1	Invertebrates	H3
tnLinLong1_chr_6_001305.1	Invertebrates	H3
tnLinLong1_chr_6_000907.1	Invertebrates	H3
ucDunPrim2_chr_2_000983.1	Viridiplantae	H3
ucDunPrim2_chr_2_000180.1	Viridiplantae	H3
ucDunPrim2_chr_2_000357.1	Viridiplantae	H3
ucMarCocc_ENA|OY978100|OY978100.1_000556.1	Viridiplantae	H3
ucMarCocc_ENA|OY978107|OY978107.1_000351.1	Viridiplantae	H3
ucMarCocc_ENA|OY978107|OY978107.1_000329.1	Viridiplantae	H3
ucPseBory_ENA|OY744493|OY744493.1_000140.1	Viridiplantae	H3
ucPseBory_ENA|OY744493|OY744493.1_000142.1	Viridiplantae	H3
ucPseBory_ENA|OY744493|OY744493.1_000448.1	Viridiplantae	H3
ucPycProv1_chr_22_000138.1	Viridiplantae	H3
ucPycProv1_chr_22_000023.1	Viridiplantae	H3
wcLumRube1_SUPER_2_002499.1	Invertebrates	H3
wcLumRube1_SUPER_5_001965.1	Invertebrates	H3
wcLumRube1_SUPER_11_001258.1	Invertebrates	H3
wpAliVire1_chr_3_002077.1	Invertebrates	H3
wpAliVire1_chr_12_001191.1	Invertebrates	H3
wpAliVire1_chr_12_001188.1	Invertebrates	H3
wpLepClav1_chr_3_000602.1	Invertebrates	H3
wpSthLimi1_chr_2_004447.1	Invertebrates	H3
wpSthLimi1_chr_5_001861.1	Invertebrates	H3
wrPisGeom1_chr_1_001266.1	Invertebrates	H3
wrPisGeom1_chr_1_001264.1	Invertebrates	H3
wrPisGeom1_chr_1_001262.1	Invertebrates	H3
xbGarTell2_chr_1_000737.1	Invertebrates	H3
xbGarTell2_chr_14_000108.1	Invertebrates	H3
xbGarTell2_chr_14_000113.1	Invertebrates	H3
xbLimFort5_chr_2_002467.1	Invertebrates	H3
xbLimFort5_chr_2_002464.1	Invertebrates	H3
xbLimFort5_chr_5_002820.1	Invertebrates	H3
xbTriCroc3_chr_1_001328.1	Invertebrates	H3
xbTriCroc3_chr_13_000123.1	Invertebrates	H3
xbTriCroc3_chr_13_001236.1	Invertebrates	H3
xgBioGlab47_SUPER_2_000906.1	Invertebrates	H3
xgBioGlab47_SUPER_3_001318.1	Invertebrates	H3
xgBioGlab47_SUPER_3_001317.1	Invertebrates	H3
xgGibMagu1_chr_2_003215.1	Invertebrates	H3
xgGibMagu1_chr_2_001721.1	Invertebrates	H3
xgGibMagu1_chr_2_001723.1	Invertebrates	H3
xgPatPell1_chr_1_002883.1	Invertebrates	H3
xgPatVulg1_chr_2_002631.1	Invertebrates	H3
xgPhoLine1_chr_2_001423.1	Invertebrates	H3
xgPhoLine1_chr_3_001406.1	Invertebrates	H3
xgPhoLine1_chr_3_001408.1	Invertebrates	H3
xgSteCine2_chr_2_000907.1	Invertebrates	H3
xgSteCine2_chr_2_001693.1	Invertebrates	H3
xgSteCine2_chr_11_000285.1	Invertebrates	H3
